,"municipios","Property Name Occupied","Data","Area","Families","Organization"
"Tocantins","Fortaleza do Tabocão","Faz. Araguarina/Acamp. Olga Benário","31/5/2013",,"500","MST"
"Tocantins","Muricilândia","Assentamento Mato Azul","26/2/2013",,"90","MLST"
"Tocantins","Palmas","Faz. Córrego Grande/Área da Agrotins","7/7/2013","200","125","MST"
"Tocantins","Palmas","Fazenda Vargem Bonita","22/6/2013","1","400","MST"
"Acre","Boca do Acre/Rio Branco","Seringal Redenção","02/05/2014",,,"SI"
"Acre","Boca do Acre/Rio Branco","Seringal Redenção","10/06/2014","47000","33","SI"
"Acre","Porto Acre","Fazenda Vista Alegre","19/09/2014","500","102","STR"
"Alagoas","Atalaia","Área em Atalaia","25/07/2014",,"133","MST"
"Alagoas","Branquinha","Faz. Batateira/Us. Laginha","23/04/2014","500","70","MLST"
"Alagoas","Japaratinga","Parte da Faz. Arrepiado","21/04/2014","69","50","MLST"
"Alagoas","Junqueiro","Área em Junqueiro","25/07/2014",,"133","MST"
"Alagoas","Santana do Mundaú","Faz. Santa Ana/Us. Guaxuma","01/06/2014",,"62","VT*"
"Alagoas","São Miguel dos Milagres","Fazenda Castelo","17/05/2014",,"60","VT*"
"Alagoas","Teotônio Vilela","Faz. Sapé/Us. Guaxuma","01/06/2014",,"40","VT*"
"Alagoas","Teotônio Vilela","Faz. Peri-peri/Us. Guaxuma","02/06/2014",,"60","VT*"
"Alagoas","Teotônio Vilela","Faz. Nova/Us. Gauxuma","02/06/2014",,"60","VT*"
"Alagoas","Teotônio Vilela","Faz. Padre Cícero/Us. Guaxuma","02/06/2014",,"60","VT*"
"Alagoas","Teotônio Vilela","Área em Teotônio Vilela","25/07/2014",,"133","MST"
"Alagoas","União dos Palmares","Faz. Amolar/Us. Laginha","22/05/2014",,"60","MLST"
"Alagoas","União dos Palmares","Faz. São José/Us. Guaxuma","01/06/2014",,"46","VT*"
"Bahia","Alcobaça","Área da Empresa Fibria Celulose","19/04/2014",,"50","Índios"
"Bahia","Baixa Grande","Fazenda Camapuã","25/07/2014","2600","250","MST"
"Bahia","Boa Vista do Tupim","Fazenda Arcadia","14/06/2014",,"15","Ceta"
"Bahia","Conceição do Coité","Faz. Marruás/Itareru","16/01/2014",,,"MST"
"Bahia","Conceição do Coité","Faz. Marruás/Itareru","10/07/2014","616","400","MST"
"Bahia","Encruzilhada","Faz. Próxima à Nascente do Rio  Água Preta","17/05/2014","400",,"Ceta/ MPA/MST/ MTD"
"Bahia","Itaberaba","Fazenda Bom Jardim","30/03/2014",,"200","MST"
"Bahia","Itamaraju/Porto Seguro/Prado","Faz. Caveira/T. I. Barra Velha","19/04/2014",,,"Índios"
"Bahia","Itamaraju/Porto Seguro/Prado","Faz. Barra Mansa/T. I. Barra Velha","24/04/2014",,"250","Índios"
"Bahia","Itamaraju/Porto Seguro/Prado","Faz. Brasília/T. I. Barra Velha","24/04/2014",,"250","Índios"
"Bahia","Mundo Novo","Fazenda Jequitibá","02/01/2014",,"20","Ceta"
"Bahia","Nova Viçosa","Com. Quilombola Rio do Sul/Acamp. NelsonMandela","10/03/2014",,"70","Quilombolas"
"Bahia","Prado","T. I. Cahy-Pequi/Comexatiba","03/02/2014","50","80","Índios"
"Bahia","Prado","Faz. Mucugê/T. I. Cahy Pequi","17/04/2014","50","100","Índios"
"Bahia","Prado/Teixeira de Freitas","Faz. Santa Rita/Grupo Ju Ungro","28/03/2014",,,"MST"
"Bahia","Prado/Teixeira de Freitas","Faz. Santa Rita/Grupo Ju Ungro","05/07/2014","1400","240","MST"
"Bahia","Vereda","Fazenda Revolta","30/05/2014","2200","15","MST"
"Ceará","AltoSanto/Jaguaribe/Jaguaruana/Limoeiro do Norte/Quixerê","Proj. de Irrigação Jaguaribe-Apodi/PAC","05/05/2014",,"800","MST/ STR"
"Ceará","Ararendá","Fazenda Lindóia","18/02/2014","1100","60","MST"
"Ceará","Crateús","Faz. Besouro/Barragem Fronteiras","24/04/2014",,"70","MST"
"Ceará","Itarema","Fazenda Viana","22/04/2014","499","100","MST"
"Ceará","Quixeramobim","Fazenda Boa Vista","22/04/2014","1000","200","MST"
"Ceará","Tamboril","Cacimba dos Moços/Faz. Timbó","24/04/2014","900","70","MST"
"Distrito Federal","Planaltina","Faz. Sta. Isabel/Emp. Rural WhittmannAgropecuária Ltda","26/07/2014",,"638","MST"
"Distrito Federal","Planaltina","Fazenda Três Pinheiros","03/08/2014",,"300","MST"
"Distrito Federal","Planaltina","Faz. Chácara 39/Núcleo Rural Pipiripau","16/11/2014",,"200","MST"
"Distrito Federal","Planaltina","Sítio Felicidade","16/11/2014","10","10","MBST"
"Distrito Federal","Planaltina","Laranjal próx. ao Sítio Felicidade","31/03/2014",,"100","MBST"
"Espírito Santo","Linhares","Faz. Volta Grande/Nossa Senhora da Conceição","01/06/2014",,"110","MST"
"Goiás","Corumbá de Goiás","Agropecuária Santa Mônica","31/08/2014","20000","3500","MST"
"Goiás","Itauçu","Faz. Córrego Rico/Faz. do Estado","04/10/2014","730","120","Terra Livre"
"Goiás","Santa Helena de Goiás","Faz. Ouro Branco/Us. Santa Helena","28/02/2014","3000","50","MST"
"Mato Grosso","Novo Mundo","Acampamento União Recanto","07/09/2014",,"62","SI"
"Mato Grosso","São José dos Quatro Marcos","Fazenda União","08/08/2014",,"20","SI"
"Mato Grosso","Sinop/Sorriso","Fazenda Maristela","18/10/2014","250","60","SI"
"Mato Grosso","União do Sul","Faz. Mercedes I, II, III/Lote São Paulo e SãoPedro","12/07/2014","35000","120","MST"
"Mato Grosso do Sul","Amambaí","Fazenda Barra Bonita","23/09/2014",,"30","Índios"
"Mato Grosso do Sul","Amambaí/Coronel Sapucaia","Faz. Madama/Kurussu Ambá/Acamp. às margensda MS-289","22/09/2014","2181","50","Índios"
"Mato Grosso do Sul","Aquidauana","Faz. Maria do Carmo/T. I. Taunay Ipegue","28/11/2014",,"200","Índios"
"Mato Grosso do Sul","Caarapó","T. I. Pindo Roky/Retomada das Mães","04/08/2014",,"50","Índios"
"Mato Grosso do Sul","Caarapó","Comunidade Tey'i Juçu","07/12/2014",,"50","Índios"
"Mato Grosso do Sul","Dourados","Passo Piraju/Faz. Campo Belo","28/07/2014","900","8","Índios"
"Mato Grosso do Sul","Dourados","Área na BR-463","18/01/2014",,,"SI"
"Mato Grosso do Sul","Iguatemi","Tekohá Mbaraka'y-Pyelito Kue/Guarani Kaiowá","12/02/2014",,"50","Índios"
"Mato Grosso do Sul","Naviraí","T. I. Santiago Kue/Kurupi","21/09/2014","1800","13","Índios"
"Minas Gerais","Bocaiúva","Área da União/Acamp. Professor Mazzan","30/01/2014",,"60","MST"
"Minas Gerais","Bocaiúva","Faz. da Solidariedade Senhor do Bonfim","30/01/2014",,"10","MST"
"Minas Gerais","Engenheiro Navarro","Fazenda Duas Barras","27/09/2014",,"50","MST"
"Minas Gerais","Itacarambi","Ilha da Maria Preta","08/03/2014",,"140","OI"
"Minas Gerais","Jampruca","Área da Empresa Celulose Fibria","04/05/2014",,"200","MST"
"Minas Gerais","Januária","Com. Geraizeiras/Grupo Plantar/Grupo Rima","29/09/2014","20000","135","OI"
"Minas Gerais","Manga","Faz. Marilândia/Acamp. Valdir Júnior","30/04/2014","1448","110","LCP"
"Minas Gerais","Monte Alegre de Minas","Fazenda Palermo","01/01/2014",,"10",
"Minas Gerais","Paracatu/Unaí","Fazenda Próx. à BR-251","27/07/2014",,"250","MST"
"Minas Gerais","Uberaba","Acamp. às Margens daBR-050/Marimbondo/Taquara","29/03/2014",,"20","MTR"
"Minas Gerais","Uberlândia","Chácara Recanto dos Ipês","31/03/2014",,"14","MTR"
"Minas Gerais","Vazante","Faz. Renegado/Acamp. José Beraldo","14/04/2014","2000","80","MST"
"Minas Gerais","Verdelândia","Com. Quil. Nativa do Arapuim/Faz. Torta MorroPreto/Brejo dos Crioulos","18/01/2014",,"35","Quilombolas"
"Pará","Marabá","Faz. Boa Sorte/Boa Vista/Estrela Dalva","16/06/2014","2900","50","Fetagri/PA"
"Pará","Marabá","Faz. Pioneira/Cosipar","08/06/2014","4800","300","MST"
"Pará","Marabá","Faz. Santa Tereza/Acamp. Santa Ernestina","08/06/2014",,"700","MST"
"Pará","São João do Araguaia","Fazenda Landi","27/07/2014","1800","3","SI"
"Pará","Xinguara","Fazenda Surubim","31/12/2014",,"100","LCP"
"Paraíba","Aparecida/Sousa","Proj. Irrigação das Várzeas de Sousa/Acamp.Nova Vida e Pau d' Arco","29/04/2014","1000","200","MST"
"Paraíba","Caaporã","Acamp. Antônio Pinto/Parte do Eng. Retirada/Us.Maravilha","13/03/2014",,"100","CPT"
"Paraíba","Casserengue","Fazenda Imbiguda","24/03/2014",,,"MST"
"Paraíba","Casserengue","Fazenda Imbiguda","24/08/2014","2000","80","MST"
"Paraíba","Desterro","Faz. Malhada da Onça","20/07/2014","1343","56","MST"
"Paraíba","Mari","Fazenda Santo Antônio","23/11/2014","600","300","MST"
"Paraíba","Olho d`Água","Área em Olho d'Água","30/04/2014","740","50","MST"
"Paraíba","Santa Rita","Faz. São Francisco do Grajaú/Us. SãoJoão/Acamp. 15 de Novembro","22/02/2014",,,"CPT/ MST/ STR"
"Paraíba","Santa Rita","Faz. São Francisco do Grajaú/Us. SãoJoão/Acamp. 15 de Novembro","15/03/2014",,,"CPT/ MST/ STR"
"Paraíba","Santa Rita","Faz. São Francisco do Grajaú/Us. SãoJoão/Acamp. 15 de Novembro","21/07/2014",,"130","CPT/ MST/ STR"
"Paraíba","Soledade","Faz. Espírito Santo de Baixo/Chacína de Mari","15/01/2014","2000","70","MST"
"Paraná","Guaíra","Aldeia Tekohá Yhovy/T. I. Guarani","03/11/2014",,"10","Índios"
"Paraná","Itaipulândia","Área do Estado/Tekoha Itacora/Avá-Guarani","31/05/2014",,"15","Índios"
"Paraná","Palmas","Faz. Sta. Maria/T. I. Kaingang","09/10/2014","9","40","Índios"
"Paraná","Porecatu","Fazenda Porta do Céu/Atalla","03/03/2014","280","500","MST"
"Paraná","Porecatu","Área de Antiga Usina","30/10/2014",,,"MST"
"Paraná","Quedas do Iguaçu","Faz Rio das Cobras/Araupel/Acamp. Herdeiros daTerra 1o de Maio","16/07/2014","3500","1200","MST"
"Paraná","Quinta do Sol","Fazenda Modelo","26/07/2014","36","25","MLT"
"Paraná","Terra Roxa","Aldeia Tekohá Yvyraty Porã/Faz. São Paulo/T. I.Guarani","17/08/2014",,"40","Índios"
"Pernambuco","Água Preta","Engenho Arranca/Almecega","29/04/2014",,"100","MST"
"Pernambuco","Floresta","Fazenda Paus Preto","29/04/2014",,"60","MST"
"Pernambuco","Goiana","Eng. Belo Horizonte/Us. Maravilha","29/04/2014",,"50","MST"
"Pernambuco","Moreno","Engenho Moreno/Moreninho/Usina Auxiliadora","29/04/2014",,,"MST"
"Pernambuco","Moreno","Engenho Moreno/Moreninho/Usina Auxiliadora","17/05/2014",,"350","MST"
"Pernambuco","Nazaré da Mata/Timbaúba","Fazenda Várzea Grande","19/10/2014",,"130","MST"
"Pernambuco","Petrolândia","Fazenda Serra dos Papagaios","29/04/2014",,"100","MST"
"Pernambuco","Pombos","Engenho Cachoeira/Us. Nossa Senhora do Carmo","29/04/2014",,"120","MST"
"Pernambuco","São Lourenço da Mata","Eng. Curupati/Acamp. Maria Paraíba/Us. Bulhões","29/04/2014",,"60","MST"
"Pernambuco","Vitória de Santo Antão","Engenho São Francisco","29/04/2014","45","220","MST"
"Rio Grande do Norte","João Câmara","Faz. Baixa Verde/Pecol Agropecuária","01/05/2014","80","60","MST"
"Rio Grande do Norte","São Gonçalo do Amarante","Faz. Itapetinga/Acamp. Luís Carlos Prestes","15/05/2014",,"50","MST"
"Rio Grande do Sul","Cacique Doble/Sananduva","T. I. Passo Grande do Rio Forquilha/Kaingang","27/04/2014",,,"Índios"
"Rio Grande do Sul","Cacique Doble/Sananduva","T. I. Passo Grande do Rio Forquilha/Kaingang","28/07/2014","200","50","Índios"
"Rio Grande do Sul","Candiota","Área do CEEE","14/11/2014","38","145","MST"
"Rio Grande do Sul","Capão do Leão","Faz. Galapeia/Granja do Pavão","28/04/2014","300","150","MST"
"Rio Grande do Sul","Capão do Leão/Pelotas","Faz. da Palma - UFPel","28/04/2014",,,"MAB/ MST"
"Rio Grande do Sul","Capão do Leão/Pelotas","Faz. da Palma - UFPel","05/08/2014","700","200","MAB/ MST"
"Rio Grande do Sul","Catuípe","Faz. da Família Cabral/Localidade Eng. Velho","28/04/2014","86","80","MST"
"Rio Grande do Sul","Catuípe","Área de Cleni Tonetto/Localidade Linha Sta. Cruz","09/05/2014",,"250","MST"
"Rio Grande do Sul","Charqueadas","Área do Horto Florestal/CEEE","05/08/2014","92","520","MAB/ MST"
"Rio Grande do Sul","Cruz Alta","Antiga Área da Varig","28/04/2014","10","100","MAB/ MST"
"Rio Grande do Sul","Esmeralda","Fazenda Cambotã/Com. Agência","05/08/2014","206","110","MAB/ MST"
"Rio Grande do Sul","Mato Castelhano","Área da Reserva Nacional de Passo Fundo/T. I.Kaingang","07/01/2014",,,"Índios"
"Rio Grande do Sul","Mato Castelhano","Área da Reserva Nacional de Passo Fundo/T. I.Kaingang","08/04/2014",,"60","Índios"
"Rio Grande do Sul","Passo Fundo","Fazenda de Dal Agnol","28/04/2014","30","150","MAB/ MST"
"Rio Grande do Sul","Salto do Jacui","Área do Antigo Aeroporto","28/07/2014",,"45","MST"
"Rio Grande do Sul","Sananduva","Fazenda do Cláudio Beé","01/01/2014","22","80","MST"
"Rio Grande do Sul","Tupanciretã","Área da Fepagro","14/11/2014","300","120","MST"
"Rondônia","Chupinguaia","Fazenda Nossa Senhora do Loredo","20/01/2014",,"50","SI"
"Rondônia","Chupinguaia/Parecis","Faz. Rio Taboca/Acamp. Gilson Gonçalves","03/09/2014",,"50","SI"
"Rondônia","Costa Marques","Travessão Luiz Sanchez/Linha 21/Acamp. NovaEsperança/Área do Badra","30/09/2014","6","11","SI"
"Rondônia","Cujubim","Faz. São Francisco/Linha MC-7/Km 25","11/03/2014",,"12","STR"
"Santa Catarina","Abelardo Luz","Fazenda Papuã","13/06/2014","170","530","MST"
"Santa Catarina","Caçador","Área da Embrapa/Epagri/Acamp. SebastiãoSiqueira","10/03/2014","150","60","MST"
"Santa Catarina","Florianópolis/Palhoça","Área de Artêmio Paludo/Ocup. Amarildo","20/04/2014",,"725","Índios/ MST/ OI"
"Santa Catarina","Praia Grande","Com. Quilombola São Roque","26/04/2014",,"60","MNU/Quilombolas"
"Santa Catarina","Santa Cecília","Área do IBAMA","18/05/2014","50","300","MST"
"Santa Catarina","Zortéa","Faz. Volta Grande","04/03/2014","80","80","MST"
"São Paulo",,"Faz. N. Sra. de Fátima","24/05/2014",,"200","MST"
"São Paulo","Araraquara","Usina Citro Maringá","27/06/2014",,"120","MST"
"São Paulo","Araraquara","Acamp. Capão dos Angicos/Us. Maringá","08/08/2014",,"200","OI"
"São Paulo","Bauru","Faz. Sto. Antônio","23/03/2014","90","300","OI"
"São Paulo","Bauru","Área da América Latina Logística (ALL)","26/07/2014",,"250","MST"
"São Paulo","Bento de Abreu","Fazenda Rio Feio","08/09/2014",,,"FNL"
"São Paulo","Borebi/Iaras","Faz. Capim/Santo Henrique/NúcleoMonções/Cutrale","16/11/2014","270","60","MST"
"São Paulo","Dracena","Faz. Santa Luzia das Marrecas","01/03/2014","121","28","FNL"
"São Paulo","Dracena","Usina Dracena","06/09/2014",,,"FNL"
"São Paulo","Dracena","Usina Dracena","13/12/2014",,"15","FNL"
"São Paulo","Dracena","Área Arrendada para Us. Dracena","08/09/2014",,"15","FNL"
"São Paulo","Espírito Santo do Turvo","Usina Agreste","13/12/2014",,"80","FNL"
"São Paulo","Flora Rica","Fazenda João Paulo III","01/03/2014",,,"FNL"
"São Paulo","Flora Rica","Fazenda João Paulo III","19/07/2014",,"80","FNL"
"São Paulo","Guareí","Fazenda Santa Mônica","12/12/2014",,"10","FNL"
"São Paulo","Guareí/Itapetininga","Usina Vista Alegre","14/12/2014",,"10","FNL"
"São Paulo","Guareí/Itapetininga/Quadra/Tatuí","Fazenda Paiol","15/08/2014",,,"FNL"
"São Paulo","Guareí/Itapetininga/Quadra/Tatuí","Fazenda Paiol","25/09/2014",,,"FNL"
"São Paulo","Guareí/Itapetininga/Quadra/Tatuí","Fazenda Paiol","22/11/2014","200","800","FNL"
"São Paulo","Iepê","Fazenda Esperança","07/02/2014","50","50","MST***"
"São Paulo","Itapetininga","Fazenda Santa Rita","14/12/2014","1280","10","FNL"
"São Paulo","Itapeva","Horto Florestal","17/04/2014",,"100","MST"
"São Paulo","Itapevi","Área Bela Vista Alta/Comuna Pe. João CarlosPacchin","28/06/2014",,"150","MST"
"São Paulo","João Ramalho","Fazenda Santo Antônio/Usina Local","04/04/2014",,"60","MST***"
"São Paulo","João Ramalho","Fazenda Ventura","11/05/2014",,"75","MST***"
"São Paulo","Marabá Paulista","Fazenda Floresta","01/03/2014",,"22","FNL"
"São Paulo","Marabá Paulista","Fazenda Célia Maria","10/09/2014",,"30","FNL"
"São Paulo","Marabá Paulista","Fazenda Vista Alegre","01/03/2014","40","40","FNL"
"São Paulo","Marabá Paulista","Faz. São Luiz/Grupo Sucroalcooleiro Decasa","01/03/2014",,,"FNL"
"São Paulo","Marabá Paulista","Faz. São Luiz/Grupo Sucroalcooleiro Decasa","08/09/2014",,"30","FNL"
"São Paulo","Marabá Paulista","Faz. Urupê/Grupo Sucroalcooleiro Decasa","01/03/2014",,"30","FNL"
"São Paulo","Marabá Paulista","Fazenda Figueira","01/03/2014",,"30","FNL"
"São Paulo","Martinópolis/Regente Feijó","Fazenda Estrela do Laranja Doce","07/09/2014","400",,"FNL"
"São Paulo","Mirante do Paranapanema","Fazenda Santa Cruz","10/01/2014","90","13","MST***"
"São Paulo","Paulicéia","Fazenda São João do Pau d'Alho","01/03/2014",,"40","FNL"
"São Paulo","Pederneiras","Área do Horto Florestal","07/06/2014",,"50","OI"
"São Paulo","Pederneiras","Fazenda Guaia","05/11/2014",,"213","MPST"
"São Paulo","Pederneiras","Fazenda Falcão","21/11/2014",,,"MST"
"São Paulo","Pederneiras","Fazenda Falcão","28/11/2014",,"45","OI"
"São Paulo","Pindamonhangaba","Área da Fatec","04/12/2014",,"28","MST"
"São Paulo","Piratininga","Faz. São José/Louis Dreyfus Comoditus","16/05/2014",,"170","FNL"
"São Paulo","Presidente Bernardes","Faz. Guarani/Guaranizinho","25/01/2014",,,"FNL"
"São Paulo","Presidente Bernardes","Faz. Guarani/Guaranizinho","01/03/2014","56","80","FNL"
"São Paulo","Presidente Bernardes","Fazenda Bela Vista","01/03/2014",,"40","FNL"
"São Paulo","Presidente Venceslau","Usina Decasa","07/09/2014",,,"FNL"
"São Paulo","Presidente Venceslau","Usina Decasa","13/12/2014",,"30","FNL"
"São Paulo","Rancharia","Fazenda Alice","01/05/2014",,"40","FNL"
"São Paulo","Rancharia","Fazenda Saltinho","05/03/2014",,"50","FNL"
"São Paulo","Regente Feijó","Destilaria Santa Fany","07/09/2014",,,"FNL"
"São Paulo","Regente Feijó","Destilaria Santa Fany","13/12/2014",,"20","FNL"
"São Paulo","Santo Anastácio","Usina Alvorada do Oeste/Agrícola Monções","07/09/2014",,"20","FNL"
"São Paulo","Santo Anastácio","Acamp. em Área de Divisa de Sto. Anastácio comPres. Bernardes","08/09/2014",,"20","FNL"
"São Paulo","São Paulo","T. I. Jaraguá/Tekoa Pyau/Ytu/Itakupe","22/07/2014","170","200","Índios"
"São Paulo","Serrana","Faz. Martinópolis/Usina Nova União","01/05/2014",,"450","MST"
"São Paulo","Tarabaí","Fazenda São José","19/04/2014",,"70","MST"
"São Paulo","Tatuí","Fazenda São Nicolau","13/12/2014",,"10","FNL"
"São Paulo","Tatuí","Fazenda Monsa","13/12/2014",,"10","FNL"
"Sergipe","Cumbe","Faz. Araçá/Acamp. Euclides da Cunha","14/06/2014",,"25","MST"
"Sergipe","Itaporanga da Ajuda","Fazenda São Raimundo","27/04/2014",,"90","MST"
"Tocantins","Araguatins","Faz. Estrela e Novo Mundo","01/04/2014",,"150","MST"
"Tocantins",,"Faz. Aruanã I, II, III e IV/Taboca","29/08/2014",,"60","OI"
"Tocantins","Cristalândia/Lagoa da Confusão","T. I. Mata Alagada/Loroty/Faz. Planeta/KrahôKanela","27/05/2014",,"10","Índios"
"Tocantins","Fortaleza do Tabocão","Faz. Araguarina/Acamp. Olga Benário","04/03/2014",,"500","MST"
"Tocantins","Palmeirante","Faz. Paraná/Acamp. São Francisco/Gleba Anajá","31/01/2014",,"20","OI"
"Tocantins","Porto Nacional","Faz. Dom Augusto/Acamp. Sebastião Bezerra","07/06/2014","300","250","MST"
"Tocantins","Porto Nacional","Faz. Nossa Senhora do Carmo","07/06/2014","587","36","MST"
"Tocantins","Sampaio","Projeto de Irrigação Sampaio","03/12/2014","107","150","MST"
"Tocantins","Sampaio","Fazenda Jacira","03/12/2014","280","100","MST"
"Acre","Acrelândia","Fazendas Santa Luzia 1 e 2/BR-364/Km 8/Ramaldo Carlão","30/06/2015",,,"OI"
"Acre","Acrelândia","Fazendas Santa Luzia 1 e 2/BR-364/Km 8/Ramaldo Carlão","27/09/2015","800","70","OI"
"Acre","Acrelândia","Fazenda Fortaleza","10/05/2015",,,"OI"
"Acre","Acrelândia","Fazenda Fortaleza","27/09/2015",,"40","OI"
"Acre","Assis Brasil","Km 02/AMOPREAB","31/03/2015",,"56","OI"
"Acre","Boca do Acre/Rio Branco","Seringal Entre Rios/Faz. do 52","31/01/2015","122000","39","OI"
"Acre","Manoel Urbano","Seringal Liberdade","31/01/2015","12000","260","SI"
"Alagoas","Olho D`Água do Casado","Fazenda Flor da Serra","15/04/2015",,"120","MST"
"Alagoas","Porto Calvo","Fazenda Escurial","20/01/2015","120","50","VT*"
"Alagoas","Porto Calvo","Fazenda Capricho","20/01/2015",,"50","VT*"
"Alagoas","São Miguel dos Milagres","Fazenda Castelo","13/01/2015",,"25","VT*"
"Alagoas","São Miguel dos Milagres","Fazenda Bom Destino","13/01/2015",,"25","VT*"
"Amazonas","Canutama","Área na BR-319/Km 22-23/Próx. ao Acamp. RioA z u  l","29/04/2015",,"40","SI"
"Bahia","Alcobaça","Fazenda Maçaranduba","18/04/2015",,"100","MST"
"Bahia","Arataca","Fazenda Jaci","04/09/2015",,"38","MST"
"Bahia","Baixa Grande","Fazenda Camapuã","30/09/2015","2600","150","MST"
"Bahia","Barreiras/São Desidério","Fazenda Santo Antônio","18/04/2015","17800","150","MST"
"Bahia","Boa Vista do Tupim","Fazenda Formosa","18/04/2015",,"100","MST"
"Bahia","Camacan/Mascote","Fazenda Guanabara","25/04/2015","380","50","Ceta"
"Bahia","Casa Nova","Fazenda Granja","18/04/2015",,"150","MST"
"Bahia","Eunápolis","Fazenda Nossa Senhora de Fátima","18/04/2015",,"150","MST"
"Bahia","Ibirapuã","Fazenda Reunidas Amazonas","18/04/2015",,"100","MST"
"Bahia","Igrapiúna","Fazenda Itapema","18/04/2015",,"100","MST"
"Bahia","Itanhém","Fazenda Planície","18/04/2015","600","150","MST"
"Bahia","Itanhém","Fazenda Piramboia","26/09/2015","500","50","MST"
"Bahia","Jequié","Fazenda Copacabana","18/04/2015","750","150","MST"
"Bahia","Juazeiro","Fazenda Santa Rita","18/04/2015",,"100","MST"
"Bahia","Jucuruçu","Faz. Pedra Redonda/Acamp. Bruna Araújo","15/07/2015",,,"MST"
"Bahia","Jucuruçu","Faz. Pedra Redonda/Acamp. Bruna Araújo","28/10/2015","1300","230","MST"
"Bahia","Jussari","Faz. Olímpio/Lembrança","18/04/2015",,"150","MST"
"Bahia","Maraú","Fazenda Esperança","30/12/2015","300","30","Ceta"
"Bahia","Marcionílio Souza","Lagoa do Peixe/Itapuã","21/11/2015",,"100","Ceta"
"Bahia","Nordestina","Fazenda Nordestina","18/04/2015",,"150","MST"
"Bahia","Nova Ibiá","Fazenda Conjunto São Rafael","18/04/2015",,"100","MST"
"Bahia","Potiraguá","Fazenda Olinda","18/04/2015","1800","100","MST"
"Bahia","Prado","Fazenda Nedila","21/09/2015",,"60","Índios"
"Bahia","Santa Brígida","Fazenda Marruá/Marruage","18/04/2015","350","100","MST"
"Bahia","Santa Brígida","Fazenda Saco da Arará","18/04/2015",,"100","MST"
"Bahia","Santa Luzia","Fazenda Santa Maria","18/04/2015",,"150","MST"
"Bahia","São Desidério","Fazenda Desidério","18/04/2015","2430","100","MST"
"Bahia","São Sebastião do Passé","Área da Ceplac","18/04/2015",,"150","MST"
"Bahia","Teixeira de Freitas","Faz. São Benedito/Grupo JU Úngaro","31/07/2015","1500","280","MST"
"Bahia","Teodoro Sampaio","Fazenda Gameleira","18/04/2015","700","100","MST"
"Bahia","Ubatã","Fazenda Nova Olinda","30/08/2015","138","20","Ceta"
"Bahia","Una","Fazenda Vila Toscana","23/06/2015","500","20","Índios"
"Bahia","Uruçuca","Faz. Conjunto São Miguel/Manoel","18/05/2015","450","38","MST"
"Bahia","Vitória da Conquista","Fazenda do Dezinho","18/04/2015",,"150","MST"
"Ceará","Caucaia","Área Japura/ T. I. Anacé","30/03/2015",,"65","Índios"
"Distrito Federal","Brasília","Fazenda Adeluca","10/03/2015",,"100","MST"
"Distrito Federal","Brazlândia","Granjas Localizadas na Faz. Aroeira/ReservaN/Incra 8","14/11/2015","12","200","MST"
"Distrito Federal","Brazlândia","Fazenda da Antárctica","14/11/2015",,"200","MST"
"Distrito Federal","Paranoá","Fazenda Umburana","30/05/2015",,"60","OI"
"Espírito Santo","Aracruz","Fazenda Agril/Aracruz Celulose","20/11/2015","8000","150","MST/Pescadores"
"Espírito Santo","Linhares","Faz. Volta Grande/Nossa Senhora da Conceição","09/03/2015",,"60","MST"
"Espírito Santo","Linhares","Área em Panhal/Linhares","04/05/2015","415","30","MST"
"Goiás","Alto Paraíso de Goiás","Área em Alto Paraíso de Goiás","05/07/2015",,"10","OI"
"Goiás","Amaralina","Fazenda Sucupira","22/05/2015","7000","300","MST"
"Goiás","Caçu","Fazenda Serra Azul","17/04/2015",,"130","Terra Livre"
"Goiás","Caiapônia","Faz. São Francisco/Acamp. Torres do Rio Bonito","20/08/2015",,"60","SI"
"Goiás","Campo Alegre de Goiás","Fazenda Canadá","08/09/2015","900","500","MCP/ MST"
"Goiás","Corumbá de Goiás","Agropecuária Santa Mônica","21/06/2015","20000","3500","MST"
"Goiás","Faina","Fazenda de Cima/Capim Puba/Campo Limpo","31/10/2015","2000","150","Terra Livre"
"Goiás","Faina","Fazenda Solo Sagrado","11/12/2015","600","180","Terra Livre"
"Goiás","Itajá","Faz. Sta. Helena/Bálsamo/Córrego das Almas","12/04/2015","600","130","Terra Livre"
"Goiás","Jaraguá","Fazenda São Francisco Curralinho","27/03/2015","1454","140","Terra Livre"
"Goiás","Jataí","Fazenda Campolina","08/11/2015",,"200","Terra Livre"
"Goiás","Quirinópolis","Fazenda  Lajeado Furnas","27/03/2015","5000","150","Terra Livre"
"Goiás","Quirinópolis","Fazenda Sete Lagoas","03/04/2015","700","120","Terra Livre"
"Goiás","Santa Helena de Goiás","Usina Santa Helena","22/09/2015",,"1000","MST"
"Goiás","São João da Aliança","Fazenda Cerrado","20/02/2015",,"120","FNL"
"Goiás","São João da Aliança","Fazenda Jatobá","20/02/2015",,"40","FNL"
"Goiás","São João da Aliança","Fazendinha","20/02/2015",,"40","FNL"
"Goiás","São João da Aliança","Fazenda Isabel","20/02/2015",,"40","FNL"
"Goiás","São João da Aliança","Fazenda Cachorro Morto","20/02/2015",,"40","FNL"
"Maranhão","Alto Alegre do Maranhão","Gleba Campo do Bandeira/Arame","16/04/2015","1485","72","Fetaema"
