,"municipios","Property Name Occupied","Data","Area","Families","Organization"
"Tocantins","Goiatins","Fazenda São José","02/05/2009",,"31","STR"
"Tocantins","Nova Olinda/Palmeirante","Faz. Boa Esperança/Chác. Carvoeiro/Chác. DeusPertence","31/01/2009","1384","33","OI"
"Acre","Rio Branco","Faz. no Ramal Paraíso 1/Km 8","2/5/2010",,"35","OI"
"Alagoas","Cacimbinhas","Fazenda da Milu","8/12/2010",,"100","MST"
"Alagoas","Flexeiras","Faz. Riachão/Us. Cachoeira","4/5/2010","500","120","MST"
"Alagoas","Inhapi","Acamp. Frei Damião/Faz. Capim","27/2/2010",,"40","MST"
"Alagoas","Messias","Usina Bititinga","13/3/2010",,"100","CPT/ MLST"
"Alagoas","Messias","Fazenda Serra Verde","17/3/2010","1000","50","CPT/ MLST"
"Alagoas","Piranhas","Fazenda Lagoa da Cachoeira","11/4/2010",,"75","MST"
"Alagoas","São Miguel dos Milagres","Faz. Mata Redonda/Acamp. Santo Reis","13/5/2010","1000","18","CPT"
"Alagoas","Traipu","Fazenda Bastião","11/4/2010",,"70","MST"
"Bahia","Alcobaça","Fazenda Coroa da Onça","16/4/2010",,"120","MST"
"Bahia","Boa Vista do Tupim","Fazenda Rio Bonito","16/4/2010",,"200","MST"
"Bahia","Buerarema","Faz. Serra das Palmeiras/Serra do Padeiro","19/2/2010",,,"Índios"
"Bahia","Buerarema","Fazenda Paraíso","19/2/2010",,,"Índios"
"Bahia","Candeias","Fazenda Boa Vista","16/4/2010",,"130","MST"
"Bahia","Candeias","Fazenda Caboquinho","16/4/2010",,"70","MST"
"Bahia","Caravelas","Fazenda Bela Vista","16/4/2010",,"150","MST"
"Bahia","Dias D`Ávila","Fazenda Cajazeiras III","16/4/2010",,"90","MST"
"Bahia","Eunápolis","Faz. Putumuju/Barrinha/Veracel Celulose","21/4/2010","4700","40","MST"
"Bahia","Iguaí","Fazenda Lagedo","22/5/2010",,"300","MST"
"Bahia","Ilhéus","Fazenda São José","11/10/2010","90","50","Índios"
"Bahia","Itabela","Fazenda Tagoará","22/4/2010",,,"MST"
"Bahia","Itaju do Colônia/Pau Brasil","Região dos Vinte e Cinco/Faz. Santa Maria","4/10/2010",,"20","Índios"
"Bahia","Itaju do Colônia/Pau Brasil","Região dos Vinte e Cinco/Faz. Sta. Madalena","4/10/2010",,"20","Índios"
"Bahia","Itaju do Colônia/Pau Brasil","Região dos Vinte e Cinco/Faz. Serra das Águas","4/10/2010",,"20","Índios"
"Bahia","Itaju do Colônia/Pau Brasil","Região dos Vinte e Cinco/Faz. Serra do Ouro","4/10/2010",,"20","Índios"
"Bahia","Itaju do Colônia/Pau Brasil","Região dos Vinte e Cinco/Faz. Iracema","4/10/2010",,"20","Índios"
"Bahia","Itamaraju","Fazenda Toca da Onça","30/4/2010",,"312","MST"
"Bahia","Jeremoabo","Fazenda Novo Horizonte","16/4/2010",,"150","MST"
"Bahia","Mascote","Fazenda Santa Luzia","8/7/2010","486","65","Fetag/BA"
"Bahia","Mata de São João","Fazenda Coqueiro","16/4/2010",,"150","MST"
"Bahia","Prado","Fazenda Colatina","26/4/2010",,"150","MST"
"Bahia","Prado","Fazenda Campinas","16/4/2010",,"130","MST"
"Bahia","Ruy Barbosa","Fazenda Itiuba","28/10/2010",,"29","Ceta"
"Bahia","Santa Brígida","Fazenda Paraíso","16/4/2010",,"200","MST"
"Bahia","Travessão","Fazenda José Freitas","1/4/2010",,"50","MST"
"Bahia","Wagner","Faz. Novo Horizonte e Conjunto","1/3/2010",,"80","MST"
"Ceará","Fortaleza","Sítio São Jorge/Comuna da Terra 17 de Abril","15/4/2010","700","1200","MCP*/ MST"
"Ceará","Icó","Sítio Oitiz","4/8/2010","2000","150","MST/ STR"
"Ceará","Madalena","Fazenda Currais Novos","15/4/2010",,"100","MST"
"Ceará","Quixadá","Fazenda Lavoura Seca","27/9/2010","220","50","MST"
"Ceará","Tamboril","Faz. Açude Grande","16/4/2010","600","115","MST"
"Espírito Santo","Divino de São Lourenço","Parque Nacional do Caparão","4/1/2010",,"7","Índios"
"Espírito Santo","Ponto Belo","Faz. Panorama/Agrop. Pedra da Lorena","11/3/2010","1043","60","MSTR"
"Goiás","Ipameri","Faz. Buriti/Corumbá Velho","22/11/2010",,"200","MST"
"Goiás","Ipameri","Fazenda Lagoinha","13/11/2010",,"50","Terra Livre"
"Goiás","Itapuranga","Fazenda Império","22/11/2010",,"150","MST"
"Goiás","Itarumã","Fazenda Tangará","13/11/2010","2000","60","Terra Livre"
"Goiás","Paraúna","Fazenda Bela Vista","22/11/2010",,"400","MST"
"Goiás","Rio Verde","Fazenda Varginha","22/5/2010",,"60","Terra Livre"
"Mato Grosso","Canabrava do Norte","Fazenda Santo Ângelo","1/2/2010",,"3","SI"
"Mato Grosso","Cuiabá","P.A. Machaguaçu","17/1/2010",,"80","SI"
"Mato Grosso","Porto Alegre do Norte","Assent. Fartura/Faz. Roncador","30/5/2010",,"60","MTR"
"Mato Grosso do Sul","Angélica","Faz. Guassu/Acamp. Padre Aquelino","27/8/2010","3030","200","MST"
"Mato Grosso do Sul","Bataiporã","Fazenda Primavera","15/4/2010","3000","250","MST"
"Mato Grosso do Sul","Douradina","Área ao lado das Aldeias Lagoa Rica ePanambi/Acamp. Ita'y Ka'aguyrusu","4/9/2010",,,"Índios"
"Mato Grosso do Sul","Douradina","Área ao lado das Aldeias Lagoa Rica ePanambi/Acamp. Ita'y Ka'aguyrusu","7/9/2010","2000","86","Índios"
"Mato Grosso do Sul","Paranhos","Fazenda São Luiz/Triunfo","19/8/2010",,"30","Índios"
"Minas Gerais","Açucena/Belo Horizonte/Carmésia","T.I. Pataxó","11/7/2010",,"7","Índios"
"Minas Gerais","Açucena/Belo Horizonte/Carmésia","T.I. Pataxó","23/7/2010",,"16","Índios"
"Minas Gerais","Bocaiúva","Fazenda Sítio","16/5/2010",,"100","MST"
"Minas Gerais","Córrego Danta","Faz. São José da Bela Vista","22/3/2010",,"60","MST"
"Minas Gerais","Engenheiro Navarro","Faz. Santa Elóia/Santo Eloy","14/8/2010","1400","300","MST"
"Minas Gerais","Francisco Sá/Grão Mogol","Área Pública/Arrendada à Itapeva Florestal","5/12/2010","5700","12","SI"
"Minas Gerais","Frei Inocêncio","Faz. Eldorado/Acamp. Pe. Gino","24/4/2010","2880","150","MST"
"Minas Gerais","Frei Inocêncio","Fazenda Santa Rosa","1/2/2010",,"150","MST"
"Minas Gerais","Funilândia","Granja Manoa","13/9/2010",,"100","MST"
"Minas Gerais","Goianá","Faz. Fortaleza de Sant'Anna","25/3/2010","4300","50","MST"
"Minas Gerais","Governador Valadares","Fazenda Lagoa do Belo","8/7/2010",,"97","MST"
"Minas Gerais","Gurinhatã","Faz. Córrego da Jacuba/Us. Arco-Íris","20/2/2010",,"250","MTL"
"Minas Gerais","Jordânia","Fazenda São Pedro","23/10/2010","805","30","STR"
"Minas Gerais","Prata","Fazenda Santa Rita","16/2/2010",,"90","MLST"
"Minas Gerais","Prata","Espólio de Horácio de Lima e outros","31/10/2010",,"15","MLST"
"Minas Gerais","Prata/Uberlândia","Fazenda Santa Terezinha","1/6/2010",,"5","MLST"
"Minas Gerais","Rio Pardo de Minas","Fazenda Capão Muniz","9/2/2010",,,"MST"
"Minas Gerais","Rio Pardo de Minas","Fazenda Capão Muniz","29/4/2010",,"60","MST"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever","11/11/2010","20000","300","Quilombolas/ ViaCampesina"
"Minas Gerais","Silvianópolis","Fazenda Jaguara","19/10/2010","1000","50","Fetaemg"
"Minas Gerais","Uberaba","Fazenda Cedros/ Empresa Cossisa","26/5/2010","1100","80","MST"
"Minas Gerais","Uberlândia","Fazenda Sobradinho","17/2/2010",,"70","MLST"
"Minas Gerais","Uberlândia","Fazenda Santa Lurdes","20/6/2010",,,"MLST"
"Pará","Bom Jesus do Tocantins","Fazenda Gaúcha","23/12/2010",,"350","Fetagri/PA"
"Pará","Curionópolis/Marabá","Faz. Baixo da Égua/ Caroço do Olho/ Agrop. Sta.Bárbara","26/4/2010",,"40","SI"
"Pará","Irituia/Santa Luzia do Pará","Acamp. Quintino Lira/Faz. Cambará/Gl.Pau Remo","15/9/2010",,"150","MST"
"Pará","Marabá","Faz. Boa Sorte/Boa Vista/Estrela Dalva","3/6/2010","2900","69","STR"
"Pará","Santa Maria das Barreiras","P.A. Colônia Verde Brasileira","30/9/2010",,"39","SI"
"Pará","Santana do Araguaia","Faz. Vale do Rio Cristalino","1/8/2010","50000","600","Fetraf"
"Pará","São João do Araguaia","Fazenda Novo Pará","30/7/2010","400","50","Fetagri/PA"
"Paraíba","Algodão de Jandaíra","Fazenda Serra Preta","13/4/2010",,"35","MST"
"Paraíba","Cabaceiras","Fazenda Jacaré","13/4/2010","2730","63","MST"
"Paraíba","Ibiara","Fazenda Riachão","12/4/2010",,"60","MST"
"Paraíba","Santa Rita","Faz. Mumbaba/Acamp. Nego Fuga","11/4/2010","1200","60","MST"
"Paraíba","Uiraúna","Fazs. Rio do Peixe/Val Paraíso/Canadá","12/4/2010","3100","300","MST"
"Paraná","Cascavel/Santa Tereza do Oeste","Faz. de Miguel Carvalho Jr.","17/8/2010","62","20","MST"
"Paraná","Florestópolis","Fazenda Santa Rita","22/4/2010",,"70","MST"
"Paraná","Ponta Grossa","Faz. São Francisco/Acamp. Teixeirinha","6/2/2010","250","40","MST"
"Paraná","Porecatu","Faz. Jaborandi/Us. Central do Paraná S.A.","1/2/2010",,,"Contag"
"Paraná","Porecatu","Faz. Jaborandi/Us. Central do Paraná S.A.","26/6/2010",,"35","Contag"
"Paraná","Porecatu","Faz. Canaã/Us. Central do Paraná S.A.","26/6/2010",,"35","Contag"
"Paraná","Porecatu","Faz. Santa Lina/Us. Central do Paraná S.A.","26/6/2010",,"35","Contag"
"Paraná","Primeiro de Maio","Faz. Makita/Maquita","31/1/2010","146","6","Contag"
"Pernambuco","Agrestina","Fazenda Água Branca","15/4/2010",,"120","MST"
"Pernambuco","Água Preta/Gameleira","Engenho Cachoeira Dantas","8/3/2010","800","60","MST"
"Pernambuco","Arcoverde","Fazenda da Granja das Varas","14/4/2010","950","140","MST"
"Pernambuco","Barreiros/São José da CoroaGrande","Eng. Manguinhos/Us. Central Barreiros","14/4/2010","1800","80","MST"
"Pernambuco","Belém de São Francisco","Faz. Cacimba Nova e Cacimba do Meio","12/4/2010",,"90","MST"
"Pernambuco","Belém de São Francisco","Fazenda Aipueira","12/4/2010",,"150","MST"
"Pernambuco","Bonito","Fazenda Uberaba","7/3/2010","580","30","MST"
"Pernambuco","Camutanga","Engenho Pará","12/4/2010",,"100","MST"
"Pernambuco","Carnaubeira da Penha","Fazenda Cerro Antônio","21/9/2010",,"90","MST"
"Pernambuco","Custodia","Fazenda Marreco","11/4/2010",,"140","MST"
"Pernambuco","Escada/Pombos","Engenho Camaçari","14/4/2010","450","100","MST"
"Pernambuco","Gameleira","Engenho Paca","11/4/2010",,"80","MST"
"Pernambuco","Gravatá","Fazenda Serra Grande","14/4/2010",,"40","MST"
"Pernambuco","Ibimirim","Fazenda Passarinho","12/4/2010",,"130","MST"
"Pernambuco","Iguaraci","Fazenda Cedro Branco","4/8/2010","1200","30","CPT"
"Pernambuco","Ipubi","Fazenda Cedro II","11/4/2010",,"240","MST"
"Pernambuco","Itacuruba","Fazenda Jatinã","12/4/2010",,"150","MST"
"Pernambuco","Jaboatão dos Guararapes/Moreno","Eng. Poço Dantas/Us. Bulhões","11/4/2010","1800","68","MST"
"Pernambuco","Jataúba","Fazenda Amarela","11/4/2010",,"40","MST"
"Pernambuco","Manari","Faz. Lagoa das Vacas/Acamp. Dorothy Stang","13/4/2010",,"100","MST"
"Pernambuco","Maraial","Engenho São Salvador","11/4/2010",,"180","MST"
"Pernambuco","Moreno","Engenho Camarão","16/4/2010","700","50","MST"
"Pernambuco","Moreno","Eng. Fundão/Us. Auxiliadora","16/4/2010",,"45","MST"
"Pernambuco","Moreno","Engenho Bela Vista","16/4/2010",,"60","MST"
"Pernambuco","Passira","Fazenda Taquari","12/4/2010",,"80","MST"
"Pernambuco","Petrolândia","Fazenda Bom Conselho","7/12/2010",,"150","MST"
"Pernambuco","Petrolina","Fazenda Lagoa da Pedra","11/4/2010",,"120","MST"
"Pernambuco","São Joaquim do Monte","Faz. Jabuticaba/4 Irmãos","3/3/2010",,"100","MST"
"Pernambuco","São Lourenço da Mata","Engenho Curupati","12/4/2010",,"150","MST"
"Pernambuco","Sertânia","Faz. Arizona/Sítio Pinheiro","15/4/2010",,"35","MST"
"Pernambuco","Sertânia","Fazenda Conceição","3/8/2010",,"30","CPT"
"Pernambuco","Sertânia","Fazenda Terezinha","10/8/2010",,"30","CPT"
"Pernambuco","Tacaratu","Fazenda Salgadinho","11/4/2010",,"350","MST"
"Rio de Janeiro","Macaé","Fazenda Bom Jardim","7/9/2010","1600","200","MST"
"Rio Grande do Norte","São Paulo do Potengi","Faz. Cachoeirinha/Acamp. Retomada Camponesa","15/5/2010","543","250","MST"
"Rio Grande do Norte","Touros","Faz. Jafi/GH Empreendimentos","31/1/2010",,"75","MST"
"Rio Grande do Sul","Porto Alegre","T. I. Kaingang/Morro Santana","17/2/2010",,"15","Índios"
"Rio Grande do Sul","Sananduva","Fazenda Bela Vista","15/4/2010","500","50","MST"
"Rondônia","Corumbiara","Faz. Santa Elina/Água Viva","26/7/2010","18039","100","Codevise"
"Roraima","Boa Vista","Assent. Nova Amazônia/Faz. Bamerindus/Gl.Truaru/ Aldeia Lago da Praia","20/1/2010","16000","8","Índios"
"Santa Catarina","Curitibanos","Fazenda Xaxim","13/4/2010",,"200","MST"
"Santa Catarina","Fraiburgo","Área da Empresa Renar/ Índios Kaingang","29/3/2010",,"10","Índios"
"São Paulo","Agudos","Fazenda Cabreúva","9/1/2010",,"30","Feraesp"
"São Paulo","Agudos","Faz. Nossa Sra. Aparecida/Geada","29/1/2010",,"30","Feraesp"
"São Paulo","Agudos","Faz. Nossa Sra. Aparecida/Geada","28/2/2010",,"40","MST"
"São Paulo","Agudos","Fazenda Retiro do Turvo","25/4/2010",,"35","MST"
"São Paulo","Bauru/Pederneiras","Fazenda Faxinal","9/11/2010",,"70","FAF"
"São Paulo","Borebi","Fazenda Noiva da Colina","13/4/2010","1800","150","MST"
"São Paulo","Borebi","Fazenda Mamedina","19/4/2010",,,"MST"
"São Paulo",,"Fazenda Mamedina","11/5/2010",,"60","MST"
"São Paulo","Borebi","Fazenda Dadu","16/9/2010",,"30","MST"
"São Paulo","Campinas","Faz. Monte d' Este/Tozan","13/4/2010",,"150","MST"
"São Paulo","Campinas","Fazenda São João do Atibaia","30/4/2010",,"150","MST"
"São Paulo","Gália","Fazenda Recreio","27/3/2010",,"70","MST"
"São Paulo","Iaras","Área em Iaras","17/4/2010",,,"MST"
"São Paulo","Marabá Paulista","Fazenda São José","13/2/2010","1200",,"MST***"
"São Paulo","Marabá Paulista","Área Lindeira na Rodovia Vicinal","13/4/2010",,"30","MST"
"São Paulo","Marabá Paulista","Fazenda Floresta","28/2/2010",,,"MST***"
"São Paulo","Martinópolis/Rancharia","Fazenda Bartira","14/2/2010","14400","20","MLT"
"São Paulo","Mirante do Paranapanema","Área em Mirante do Paranapanema","28/2/2010",,,"MST***"
"São Paulo","Nuporanga","Usina Capital","17/4/2010",,"50","MST"
"São Paulo","Pederneiras","Fazenda Ouro Verde","12/6/2010",,,"CUT/ FAF"
"São Paulo","Pederneiras","Fazenda Ouro Verde","29/9/2010",,"125","CUT/ FAF"
"São Paulo","Pederneiras","Fazenda 2N","27/4/2010",,,"MST"
"São Paulo","Pederneiras","Fazenda 2N","9/11/2010",,"60","FAF"
"São Paulo","Pederneiras","Chácara Maria Mazarelo","29/9/2010",,"125","CUT/ FAF"
"São Paulo","Pereira Barreto","Área da Cesp","14/4/2010",,"80","MST"
"São Paulo","Presidente Bernardes","Fazenda Guarani/Guaranizinho","14/2/2010","677",,"MST***"
"São Paulo","Promissão","Fazenda Santa Clara","15/4/2010",,"180","MST"
"São Paulo","Rancharia","Fazenda Santa Maria","28/2/2010",,,"MST***"
"São Paulo","Rio Claro","Floresta Estad. Edmundo Navarro deAndrade/Feena","16/1/2010","2230","20","Abust"
"São Paulo","Sandovalina","Fazenda Poa","15/4/2010",,"100","MST"
"São Paulo","Santo Anastácio","Fazenda Estância Brasília","14/2/2010","585",,"MST***"
"São Paulo","Taubaté","Faz. Guassahy/Guaçaí","13/4/2010","300","100","MST"
"São Paulo","Taubaté","Área Pública no Km 119 da Via Dutra","12/4/2010",,"100","MST"
"São Paulo","Teodoro Sampaio","Fazenda Beira Rio","14/2/2010",,,"MST***"
"Sergipe","Estância","Faz. Água Branca/São José","13/4/2010",,"50","MST"
"Sergipe","Estância/Itaporanga da Ajuda","Fazenda Rio Fundo","13/4/2010",,"50","MST"
"Sergipe","Japaratuba","Fazenda São João","17/4/2010",,"60","MST"
"Sergipe","Poço Redondo","Fazenda São Luiz","15/4/2010",,"100","MST"
"Alagoas","Joaquim Gomes/Matriz doCamaragibe","Fazenda São Vicente","13/2/2011","130","20","MLST"
"Alagoas","Maragogi","Fazenda Teste","10/10/2011","345","60","MST"
"Alagoas","Maragogi","Faz. Cachoeira/Us. Sta. Maria/Acamp. Patativa doAssaré","31/1/2011",,"80","MST"
"Alagoas","Palmeira dos Índios","T. I.  Xucuru-Kariri/Faz. Canto","31/10/2011","800","100","Índios"
"Alagoas","Piranhas","Fazenda Luís Xavier","18/4/2011","2500","150","MST"
"Alagoas","São José da Tapera","Fazenda Padre Cícero","17/2/2011","130","21","MST"
"Alagoas","São Sebastião","T. I. Karapotó-Guariri/Faz. Sta. Izabel II","25/4/2011","76","60","Índios"
"Bahia","Alcobaça","Fazenda São Bernardo","2/4/2011","900","200","MST"
"Bahia","Cafarnaum","Fazenda Onça","3/4/2011",,"350","MST"
"Bahia","Camacan","Fazenda Sapucaia","2/4/2011",,"120","MST"
"Bahia","Camaçari","Fazenda Avestruz","12/4/2011",,"200","MST"
"Bahia","Camamu","Faz. Culturosa/Cultrosa","2/4/2011","2500","300","MST"
"Bahia","Casa Nova","Fazenda Língua de Vaca","3/4/2011",,"100","MST"
"Bahia","Encruzilhada","Fazenda Jabutelho","3/4/2011",,"60","MST"
"Bahia","Eunápolis","Faz. Nova América/Veracel Celulose","3/4/2011","1200","400","MST"
"Bahia","Feira de Santana","Ocup. de Área Estadual/Beira do Rio Jacuípe","2/4/2011","1500","400","MST"
"Bahia","Feira de Santana","Quil. Lucas da Feira/Área da Antiga EmpresaAlimba","23/4/2011",,"87","Quilombolas"
"Bahia","Gandu","Faz. Conjunto Reunida/Cachoeira/Secasa","2/4/2011",,"100","MST"
"Bahia","Guaratinga","Fazenda Conjunto Guarani","12/4/2011",,"200","MST"
"Bahia","Guaratinga","Fazenda Vitória","2/4/2011",,"200","MST"
"Bahia","Iramaia","Fazenda Cachoeira","2/4/2011",,"200","MST"
"Bahia","Iramaia","Fazenda Onça","2/4/2011",,"200","MST"
"Bahia","Iramaia","Fazenda Jequirmirin","2/4/2011",,"200","MST"
"Bahia","Itabela","Faz. Conjunto Muqui/Veracel Celulose","3/4/2011","6800","450","MST"
"Bahia","Itajuípe","Fazenda Rapa Pau","5/4/2011","700","200","MST"
"Bahia","Itamaraju","Fazenda Toca da Onça","26/7/2011","1400","300","MST"
"Bahia","Itamaraju/Prado","Faz. Cutia/Fíbria Celulose","3/4/2011","860","150","MST"
"Bahia","Itambé/Vitória da Conquista","Área às margens da BA-263","2/10/2011",,"120","MTD"
"Bahia","Itapetinga","Fazenda Jiru","3/4/2011",,"200","MST"
"Bahia","Jaguaquara","Fazenda Santo Amaro","3/4/2011","800","80","MST"
"Bahia","Jeremoabo","Fazenda Estrelinha","25/4/2011",,"100","MST"
"Bahia","Juazeiro","Área do Projeto de Irrigação Salitre/PAC","3/4/2011","30000","200","MST"
"Bahia","Juazeiro","Fazenda Mariad I","3/4/2011","203","400","MST"
"Bahia","Jucuruçu","Fazenda Itauboi","3/4/2011","1500","200","MST"
"Bahia","Jucuruçu","Fazenda Reunidas","2/4/2011","2000","200","MST"
"Bahia","Mascote","Fazenda Guanabara","27/6/2011","280","20","Ceta"
"Bahia","Mata de São João","Fazenda Reunidas Santo Antônio","24/7/2011",,"100","MST"
"Bahia","Mucuri","Fazenda das Pedras","8/4/2011","3000","150","MST"
"Bahia","Nilo Peçanha","Fazenda Mutupiranga","2/4/2011","1100","80","MST"
"Bahia","Poções","Fazenda Santa Rosa","3/4/2011",,"50","MST"
"Bahia","Porto Seguro","Veracel","2/4/2011",,"250","MST"
"Bahia","Queimadas","Fazenda Horizonte Novo","25/4/2011",,"100","MST"
"Bahia","São Sebastião do Passé","Fazenda Pouco Ponto","2/4/2011",,"120","MST"
"Bahia","Sátiro Dias","Fazenda Boa Sorte","3/4/2011",,"100","MST"
"Bahia","Teixeira de Freitas","Fazenda Nova Esperança","2/4/2011","1200","250","MST"
"Bahia","Teolândia","Fazenda Águas Claras","2/4/2011",,"200","MST"
"Ceará","Crateús","Fazenda Curralinho","11/4/2011",,"100","MST"
"Ceará","Mauriti","Fazenda Gravatá","4/4/2011","1000","100","MST"
"Ceará","Tamboril","Fazenda São Paulo","11/4/2011",,"100","MST"
"Ceará","Tamboril","Fazenda São Pedro","11/4/2011",,"100","MST"
"Goiás","Acreúna","Fazenda Santa Fé","30/9/2011",,"80","MST"
"Goiás","Doverlândia","Fazenda Asa Branca","23/9/2011",,"31","Fetraf"
"Goiás","Santo Antônio da Barra","Fazenda Lage da Capivara","17/11/2011","1000",,"Terra Livre"
"Maranhão","Tufilândia","Área no Povoado Pimenta","7/1/2011",,"60","ATR"
"Mato Grosso","Alto da Boa Vista/São Félix doAraguaia","T. I. Marãiwatsedé/Xavante/Faz. Suiá-Missu","9/5/2011","165000","40","Índios"
"Mato Grosso","Cáceres","Fazenda Nova Mutum","14/6/2011",,,"MST"
"Mato Grosso","Cáceres","Fazenda Nova Mutum","17/10/2011","2800","650","MST"
"Mato Grosso","Cáceres","Fazenda Rancho Verde","14/6/2011",,"100","MST"
"Mato Grosso","Colniza","Fazenda Bauru","4/6/2011",,"10","SI"
"Mato Grosso do Sul","Amambaí/Ponta Porã","Acamp. Tekoha Guaiviry/MS-386","1/11/2011",,"60","Índios"
"Mato Grosso do Sul","Douradina","Área Próxima às Aldeias Lagoa Rica ePanambi/Acamp. Ita'y Ka'aguyrusu","27/5/2011","2000","73","Índios"
"Mato Grosso do Sul","Iguatemi","Fazenda Piray","17/3/2011","2040","120","Fetagri"
"Mato Grosso do Sul","Itaquiraí","Fazenda Mestiço","14/10/2011",,"240","MST"
"Mato Grosso do Sul","Miranda","Faz. Petrópolis/T. I. Cachoeirinha","4/4/2011",,"100","Índios"
"Mato Grosso do Sul","Miranda","Fazenda Charqueado","4/4/2011",,"100","Índios"
"Mato Grosso do Sul","Rio Brilhante","Faz. Sto.  Antônio da Nova Esperança/Com.Laranjeira Nhanderu","15/5/2011","450","80","Índios"
"Mato Grosso do Sul","Sidrolândia","Fazenda 3R","12/5/2011",,"200","Índios"
"Minas Gerais","Bocaiúva","Faz. Malvina/Assent. Betinho","3/2/2011",,"35","SI"
"Minas Gerais","Campo do Meio","Faz. Ariadnópolis/Acamp. Ir. Dorothy/Vitória daConquista","21/2/2011","6000","180","MST"
"Minas Gerais","Engenheiro Navarro","Fazenda Duas Barras","9/2/2011",,"72","MST"
"Minas Gerais","Manga/Matias Cardoso","Ilha de Pau Preto/Rio São Francisco","24/7/2011",,"105","SS"
"Minas Gerais","Prata/Uberlândia","Fazenda Douradinho","21/1/2011","1200","24","MLST"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever/Arapuã/Lagoa daVaranda","10/9/2011","17032","150","Quilombolas"
"Minas Gerais","Uberaba","Fazenda Inhumas","26/2/2011","822","200","SS"
"Minas Gerais","Uberlândia","Fazenda na MG-455","13/5/2011",,"60","SI"
"Minas Gerais","Vazante","Fazenda Lavado","18/9/2011",,"60","MST"
"Minas Gerais","Veríssimo","Fazenda Colinas","19/3/2011",,"200","Fetaemg"
"Pará","Anapu","Gl. Belo Monte/PDS Virola Jatobá/L. 131/IrmãosTrindade","30/9/2011","3000","50","ATR"
"Pará","Anapu","Gl. Manduacari/Lote 2","30/1/2011","3000","42","ATR"
"Pará","Anapu","Gl. Bacajá/Lote 86 de Peixoto","11/12/2011","2000","16","ATR"
"Pará","Anapu","Gl. Bacajá/PDS Esperança/Lt. 68","31/5/2011","3000","50","ATR"
"Pará","Anapu","P. A. Bom Jardim","31/5/2011","3000","23","ATR"
"Pará","Anapu","Gl. Belo Monte/Lote 125/Rio Areia","31/1/2011","3000","50","ATR"
"Pará","Conceição do Araguaia","Fazenda Bom Jardim","10/10/2011","1500","55","ATR"
"Pará","Eldorado dos Carajás","Faz. Nova Era/Esplanada","23/8/2011",,"150","MST"
"Pará","Marabá","Fazenda Mutamba","7/10/2011","2500","78","OI"
"Pará","Marabá","Faz. Ponta da Serra/Mururé/Pequizeiro/Acamp.Darci Ribeiro","23/8/2011","4500","154","MST"
"Pará","Marabá","Faz. Pioneira/Cosipar","9/10/2011","4800","110","SI"
"Pará","São Félix do Xingu","Faz. Jaguara/Belauto","25/2/2011",,"70","STR"
"Pará","São João do Araguaia","Fazenda Retiro","24/8/2011",,"35","Fetraf"
"Pará","Tomé-Açu","Fazenda Mancha Negra","17/5/2011",,"50","STR"
"Pará","Tucumã","Faz. Taomé/Calmer","23/8/2011",,"58","MST"
"Paraíba","Alhandra/Conde/Pitimbu","Destilaria Tabu-Grupo João Santos/Emp.Elizabethy/T. I. Tabajara","9/11/2011","10000","100","Índios"
"Paraíba",,"Área em Bonito de Santa Fé","10/4/2011","3330","50","MST"
"Paraíba","Jericó","Área em Jericó","11/4/2011",,"300","MST"
"Paraíba","Juru","Área em Juru","12/4/2011",,"60","MST"
"Paraíba","Marcação/Rio Tinto","T. I. Jacaré de São Domingos/Monte-Mor/Potyguara","25/8/2011","7487","100","Índios"
"Paraíba","Pitimbu","João Gomes/Grande Mucatu/Emp. Elizabeth","13/6/2011",,"40","CPT"
"Paraná","Alvorada do Sul","Faz. Palheta/Atalla","5/3/2011",,"30","Contag"
"Pernambuco","Água Preta/Joaquim Nabuco","Engenho Brasileirinho","17/4/2011",,"170","MST"
"Pernambuco","Água Preta/Maraial/Xexéu","Fazenda Cavaco","20/9/2011","500","50","Fetape"
"Pernambuco","Altinho","Fazenda Serro Azul","17/4/2011",,,"MST"
"Pernambuco","Altinho","Fazenda Serro Azul","21/8/2011",,"100","MST"
"Pernambuco","Bezerros","Fazenda Reunida Santa Rosa","16/4/2011",,"40","MST"
"Pernambuco","Buíque/Ibimirim","T. I. Kapinawá","11/8/2011",,"600","Índios"
"Pernambuco","Floresta","Fazenda Sertaneja","19/4/2011",,"120","MST"
"Pernambuco","Granito","Fazenda Santa Tereza","17/4/2011",,"60","MST"
"Pernambuco","Iati","Faz. Juçara/Jussara","19/4/2011",,"50","MST"
"Pernambuco","Ibimirim","Fazenda Serra Verde","19/4/2011",,"200","MST"
"Pernambuco","Igarassu","Fazenda Mangabeira","17/4/2011",,"70","MST"
"Pernambuco","Inajá","Fazenda Geraldo Bulhões","16/4/2011",,"300","MST"
"Pernambuco","Inajá","Fazenda Barro Branco","19/4/2011",,"100","MST"
"Pernambuco","Itamaracá","Fazenda São João","21/6/2011",,,"MST"
"Pernambuco","Itambé","Engenho Paraguaçu","16/4/2011",,"80","MST"
"Pernambuco","Jaqueira","Fazenda Guerra","1/5/2011",,"40","MST"
